"","N.N.1","N.N.2","N.N.3","N.N.4","N.N.5","N.N.6","I.L.1","I.L.2","I.L.3","I.S.4","I.S.5","I.S.6"
"17114768",1.95789979180821,2.31098989553898,1.57499898684579,1.78946073424002,3.04271981026785,2.09588135478456,2.33822622751726,2.61093814982518,2.09618575464518,2.48768072486528,2.10626801506484,1.52011018558993
"16667286",4.16300825067257,3.3189749755328,3.82233624758638,3.26007649799889,2.83596562715176,4.11064069265316,3.55201793417156,4.22059457896306,3.84021804183869,3.22867626354425,3.32954934631545,3.47986821256922
"16695934",3.62284439063358,3.3324025928742,4.35312946584526,2.49791052742149,3.24487372114604,2.98382640138152,1.56822322070482,3.25055304684304,2.60107430276568,2.54417689145186,3.00691855359686,2.85899510019426
"17119246",3.06807797480061,3.77757491353571,3.57345117016355,3.92457925428369,4.77992740816896,3.08921202806812,4.30793293049434,4.24863339154915,3.69522770236871,3.24409360268467,4.77226910898558,3.73528718222534
"16816018",2.63124615782723,2.57595621969794,2.3364092636819,2.74302622627603,2.35472821709212,2.55961631807127,2.5593287159908,2.35415642840042,2.97726288386134,3.59767317520391,3.57424044917828,3.86368241630804
"16833019",2.98873870524695,2.14037005848387,3.62648403758741,2.27138362200673,2.77355978334593,2.8753237026776,2.48141093811855,2.73366805433917,2.52336030839677,1.85866872250645,2.91030505156488,2.87244356166996
"17117926",1.64705538330423,2.3364936558782,2.72074900663861,1.99984403566457,2.43706774226799,2.96806155283144,3.31684447409648,2.10732844613782,2.15517020915517,1.94162722640841,2.645381061439,2.28500039109753
"16863968",5.86423461512911,5.46059214647808,6.02997251501879,6.23279549443171,5.83123699741817,5.55269113180662,6.05033743121038,6.36298605814254,6.38138080356339,5.42090299684799,5.42789457884943,5.31792934064052
"16864565",3.50455580432348,5.69496617924323,4.76327650559677,5.65620003945375,4.75944427359057,5.01830765581926,4.35911662006602,4.62917368473068,4.85411932129544,5.09075628325185,4.62777493369088,2.93352249678458
"16950304",3.8851998631978,3.46493649777081,4.02543173337923,3.44072461218111,4.26947115859162,4.18652361028119,3.81838628916294,5.08287430425535,3.43165481709302,3.60608354848043,3.55075338590805,4.41183162217448
"17078999",7.63176558017538,7.81163684777016,7.74234699069643,8.08149660572356,7.92684386654123,8.09102734372012,6.61627446691881,6.94620625653386,6.52274857111422,7.25357902425812,7.54807144588931,7.22245552372125
"16962866",3.73610881345603,3.17237190505721,2.97353248162817,3.76693207861106,2.83600925225594,3.89211248952606,3.68872455750742,3.09938212134019,3.24367170044832,2.25579939657402,2.81785684525509,2.99100122028272
"17002709",2.72771055707514,2.52383155517387,2.55012406140679,3.52513481613367,3.62939810644789,2.94955952797391,4.88763313725861,4.62008119057775,4.83070157238073,2.38924811936148,3.12940106357884,2.57807812356361
"16814031",7.55708988334157,7.52252373106677,7.44044704484435,7.39706491306765,7.38580876664913,7.46987983492657,6.76627002710891,6.72615512283417,6.63798407939374,6.97424775734038,6.96636258131005,7.162961157323
"17024549",3.63851677809766,3.79104762614493,3.16344533914925,2.25452722861234,2.56387204803212,2.36697904018713,2.37181393065537,3.05339466401427,2.75785966006639,3.28712063225329,2.32764216506537,2.26174426442599
"16949927",2.83002976271139,3.63708582749667,2.80724401619546,3.48938457496825,3.6063264881051,4.01865467552012,3.53440715500429,3.08990172538796,2.69849351155272,3.38278624164331,2.96728840942578,3.03637107123638
"16840961",5.04563531318248,4.7989765294682,5.06704608674239,4.50027661876276,5.27326149222033,5.37205658348755,3.79294887577745,5.04432584379229,3.99051860525621,4.90990274131111,4.43283142092052,4.59372701707914
"17118076",3.03033642797191,3.66321284873798,2.75072002591797,3.78136390953819,1.79277298641375,2.75265359600631,3.5284985407005,3.71285232711162,4.75826496947021,2.95887610188799,3.82083978148925,1.9833695170813
"17107323",2.3634956467036,3.06470870705753,1.82842515414955,2.43220711220435,1.81923809985741,1.89525442705832,2.89949532238024,1.98028308379979,2.46803992522947,1.57364358432373,2.70827756387958,1.99396426144253
"17088507",2.3364092636819,3.92932048081424,2.16072260101558,3.15116864993935,2.57985873008909,3.04947178055674,2.60719972854511,3.17961340232214,2.68944712222193,2.29500240771979,3.23256922862135,2.72456143361618
"16703062",5.09387790895263,5.21249075156847,5.16037890022532,5.28773051688668,5.74208281992758,5.49482074570191,4.20238476099568,4.79059193981505,3.93564918533699,4.63658660511397,4.85710056581258,4.61968819568386
"16933252",5.84829057212889,6.18542158553178,5.67566680661581,5.26544706867045,5.26224852345809,5.12409689926225,5.79825668268476,5.61566390408019,5.39147519024923,5.72914171899929,5.88584112470437,6.28743327667982
"16698789",4.89383223627062,5.4486202555775,5.08112568775365,5.33834591942233,5.14542651723422,5.14427065345743,5.81835928939037,5.05560389842124,5.74248514769593,4.48659008441012,4.82221958513447,5.53551492891413
"16759002",4.65608751774344,4.61283612546638,4.98733968039652,4.76987366091007,4.72091771023029,4.66038280895604,3.88147264080491,3.65536244298556,3.94468360714338,3.76415823045502,4.24394776839297,4.15289095098806
"16879348",1.75614460979072,1.45723845221003,2.03154841113873,2.03702169344786,1.82417002839586,2.23071623993219,2.37525584421899,2.17335249681011,3.14347176549911,2.34520259669684,2.74338957885701,2.49626956302023
"17118285",4.54941746892904,4.11767613292478,4.41577905567832,3.72213333237167,3.74207381834749,4.19460547809947,5.12271600973786,4.85069069183131,4.2938128866878,4.57214139354299,4.73586055488035,3.79973463664679
"16798451",2.46276514561847,2.21357691457688,2.39532791715677,3.01598012657203,2.56347619800425,2.73699626894892,2.76012263277088,2.13002561441063,3.20661092313056,2.43832019080227,2.13967558210688,2.85451146897674
"17096155",4.3584771215436,4.20444917251195,5.33246329102675,5.17987897048808,5.0840679195272,5.32798380243602,4.14385456018856,3.96305772084118,4.05270255803266,3.94707785663152,4.8877067790297,4.30933463844212
"17074344",3.06383025818471,3.63079990631177,3.12980950993283,4.0379749029347,3.42829734704111,3.64596610673892,3.26892235089206,3.90043934579348,4.18209984909022,3.57278904261429,4.51010399068575,3.25898789273036
"17117847",3.26746367038925,3.40171927317727,2.80977044302328,2.60719173728336,2.24864844861028,2.33008014124831,3.07016140266603,2.03141993492043,2.13405670217816,2.86546071341816,1.95958046726548,3.02089600449497
"16667277",3.93050809312163,3.83582006890753,3.24324668259487,3.5210027853389,3.8089757877346,2.90173085216935,3.01175974240683,3.41097514429669,3.07403950420296,3.25083854919925,2.91660486190861,3.65123983785443
"16704040",2.24467611663174,1.5662856240858,1.31915907266637,1.92122707277513,2.17598379611131,1.65221705778219,1.54778520360695,2.19821244523782,1.9315184517601,1.71989961297488,1.6681793696302,2.32639400330541
"17086685",2.3364092636819,2.96329497216269,2.17336871557141,2.31625148901421,2.41885008949796,2.37423143257588,2.87006146121697,2.7229915625932,2.97726288386134,2.35248750765789,2.96639297453722,2.10818208208068
"16793290",3.12029945687765,3.15989358474281,2.34452800355194,3.45756643114275,2.8274929269333,3.54841107427351,2.07676150096268,2.27265494993131,2.37081608972468,3.06968404312999,3.1025819362588,3.16705903260757
"16864708",4.29954940156277,3.84439279992054,3.99113302435968,4.81607051851809,4.39978995626018,4.03230247505172,4.65888579782982,5.56554509065859,6.05997573922577,4.75537564717423,5.44140120706564,4.9161718577703
"17016525",7.17875351104769,6.89920679843834,7.13115319615516,7.40739503746067,7.10058040603457,7.28027282873488,5.8808395759598,6.340508442947,5.96502927820019,6.66511025692546,6.68827478044442,6.78260309052324
"16671057",1.90212335053898,2.44380631406442,1.53684444266884,1.43236596657829,1.97952949836733,1.52238721003501,2.19241335074101,2.48334694675089,2.10875133258563,1.15182919731823,1.77332813764034,2.2653550938003
"17117611",3.17438123627211,3.73589977117527,3.06013749778883,3.83841583416447,3.39767509931681,3.21690869407317,3.85444948622584,4.0822965430692,4.64963861208689,3.34004930701973,3.37974001064125,4.82856014050047
"17061208",5.51538535357882,5.63795117544034,5.94499286800246,4.25124836553331,3.88539141371011,4.29992942727228,3.05806308736631,3.25067350914143,3.32582386252767,4.91229437796185,3.95368568151671,4.50251308837345
"16897872",4.68101348758433,3.5271501098017,4.61236116198907,3.77018496528644,4.44413281467326,4.06535132724736,4.62363766871152,4.08065991960672,4.57243733627114,4.8912902206149,4.32235253304026,4.46535760947384
"17101279",3.03119747026852,3.89288709264916,3.49983500906816,4.33918604363533,4.0616926044355,4.11994117746883,2.84123821359226,2.82008655823591,2.23630294252794,2.90406271513385,3.59363859953393,2.29317639992004
"17120468",5.79989894925951,5.12594463538215,5.27857039775832,4.67424684529632,5.14292937052572,4.95069456677179,5.87802732081305,3.59233267620283,4.76889455653618,4.63450080025665,5.69805432728772,4.90516060935279
"17117738",4.0834871030234,3.76393624166205,3.54330064679006,3.20463284308533,2.77226449645201,3.31745118071964,4.62132805290117,3.82803102086342,3.45637662916475,3.12011539994618,2.98239475108673,2.37227232363596
"17025294",3.08209845040639,3.39815858401503,3.46692811353323,3.93432238227839,4.95585707589673,3.92474085036169,4.01603668214147,2.85794918966583,1.61122859801684,3.16898854100287,2.10583234507426,3.14894713775783
"17121990",1.87995447307801,2.64052500266243,2.1063531968733,2.69202865031922,3.31779891452748,3.39548008723115,2.06918377511023,1.58420753118774,1.66800425903131,1.67769004700286,1.83788908272567,2.3505659773757
"16821324",3.95593413588238,3.15217642393787,3.83447537595648,3.44293875099683,3.82480386950355,3.58222882375069,4.0031125516041,4.00292939592048,4.28754861356104,3.59471997646241,3.34139361584065,4.14477204333822
"17125920",4.35029199501564,4.10350661690122,5.4825612050369,4.86483144807133,5.15861893448137,4.72262369486156,3.85725857299205,4.56197955136113,4.06640318955515,3.36705082861413,3.47815689866988,3.59938997684599
"16984394",6.32709316321787,6.5109440638654,6.70296010382404,6.67220992523795,6.5827377621418,6.63804186061701,5.98508331459182,5.90227711495747,5.87005080720424,6.0618581020502,6.29777016708966,6.01667462785433
"16783494",5.14398272559493,5.29850538764824,4.87272909846096,5.40596703755198,5.70599696711286,5.31095575126064,4.09038856922758,3.94639552703244,4.52913883459093,5.03713035449549,4.57873347220224,4.87739021655556
"16870782",6.54587168991415,6.3413515987159,6.74935876291981,6.10153888835322,6.80299173518595,6.73509075837125,5.69199197894552,6.07095669269914,6.15400377986934,6.30384706772023,6.67769448459965,6.51832164461966
"16767118",4.73725156099074,4.84595991672395,5.145771716519,5.37511896639592,4.83002807912665,4.32470523582694,4.53046264102272,3.08209954187155,3.86929305867837,4.90946936318254,4.22009135205301,4.57342975695175
"17069873",1.72458061417918,2.45115471079116,2.07268453347863,1.9352594526756,2.64252972612367,1.39868701689349,1.98933132393103,2.12294303500404,2.46341968621247,1.60909983735517,3.10164304725051,2.12197268103977
"16801218",3.084121531521,2.9272975753667,3.44794151728304,3.5102083030538,4.03536132059561,3.37358623447773,3.60112047092906,3.12790516261972,3.87124084790547,2.90484872921804,2.94081426592413,3.47121787722179
"17082892",5.90800456632523,5.46420934639801,5.53766794795641,5.72212059607726,5.72663859720237,5.43737548690832,4.722157182351,4.42241447778312,4.87127527020721,5.40810004250292,5.25695555250981,4.93843805051744
"17117780",3.4296981077802,3.20029929048601,2.56410156209799,3.01391443073544,2.99946992639082,2.53264775499039,3.46376426985383,3.14017739348991,5.45116124064376,3.20223380166931,2.47437738440945,2.85501277691661
"17080991",2.02834125843887,1.86499142827593,2.08206484155514,2.46059500521698,2.70065408967746,2.29387065297957,3.94521254429605,3.88533606514221,4.0259044812485,3.27955009809856,3.61988407371328,3.04544349988847
"16759525",2.7872764201811,1.94919850504707,3.16151331023327,2.48168965891051,2.37579684018621,2.04949058728804,2.28405701611554,2.40927854329897,3.40304560180374,2.21917819622327,2.83894820572499,2.15085875152314
"17117458",2.7634478352666,2.09887301543226,2.82595596946639,3.49678306162089,2.8560933585564,2.04466118240821,1.739321615868,1.97327547414486,1.60792764342885,2.15463412430146,1.36248442559714,1.85297133782159
"16904982",1.541847821774,2.13900152728919,2.42010970474391,3.45681629545274,2.05137668056327,2.7941132817377,2.17963485959844,2.01198813755917,2.4511518098921,1.84304512489324,1.82755285560469,2.50554926368713
"17082238",2.32158314171083,2.24540954889089,2.37036054100259,2.90891134171109,3.36942472252386,3.15055507476562,2.00365637819491,2.67075261264476,2.84397239123541,2.71797603537977,2.50632209454233,3.16429387744552
"17004710",2.36001843640214,2.15369695545768,2.35673521936854,2.01862742098273,2.31817116600132,2.84641767524461,3.82116600835183,3.51056324607002,4.11338325327465,3.98837762523744,3.64178008974721,3.79333506954746
"17078266",3.74487403850298,3.31632503077994,3.30417462147214,3.13624868956689,3.65514410336701,3.30897005573394,2.02456194150846,2.277333936186,2.39958352885516,3.25472618848278,3.25101545338591,2.28500039109753
"17102208",2.12092709199414,2.41639100220469,1.55305044564725,2.16578503448661,2.94994404208371,2.61968097068075,3.30998718493512,2.94053138696167,2.12930730327644,1.60177191304732,1.62516183706054,2.34265622673709
"17122940",5.50784496757384,5.56987266931644,5.64521792653027,5.74020956294073,5.41735817538613,4.97808228683582,4.30282988351893,4.69301512110644,4.43828208355752,4.85027530784648,4.45096837630954,3.95196506452888
"17024176",2.26059792972105,2.26059242817426,2.37106592745387,1.96889830285539,3.28365372437465,2.74268380294919,3.73016027886129,2.73630635302534,3.1251475310371,2.73897703492197,2.81853755027525,2.85055368615305
"17121846",2.55262821209998,2.36889690421696,2.90985779109873,3.06619710673373,2.92334906733787,2.89860984941836,3.326005573943,3.04453812504443,4.16447037613468,4.04682296061602,3.45841876074764,3.8562300926895
"16853355",4.99763696569434,5.13374801770029,4.94778672183683,4.96986574484823,4.77688611417087,4.9117181423212,4.05085771273915,4.90427907838439,4.06466698165149,4.54529363232522,4.92536747310032,4.35955807638835
"16845391",4.11854034846619,4.63497401181564,4.70683236585957,5.42694116799017,4.76906043858984,4.99755942614287,4.09945692472754,4.17290116040238,4.3609710368135,4.8300455231245,4.35863233370735,4.13147672214659
"17051342",3.52756091418524,3.70712503249432,3.93327037257297,4.150413268529,3.29006261075378,3.71904119205674,4.12222908793347,4.29128002301338,3.78501305367887,3.45681109738653,3.7275953680773,4.25984446067043
"17058031",2.53217400828033,1.84384442347286,2.66733734487481,3.37982821306688,2.28310152165635,2.19404036073919,3.0397765729344,1.95111549684503,2.56115134938723,1.73879989077949,2.36044756860662,1.68973441045864
"16710017",6.3242542147113,6.13536981320614,6.22651945018974,6.81835694840494,6.8930637240884,6.95671018438428,5.051424877755,5.07227216189973,4.19928704961336,6.22373402735412,6.71230151025196,6.05299340963033
"17011185",6.11541138942374,6.32490717966887,6.20268167439438,6.13502679474698,6.16110885282145,6.27260050035675,5.42505505069326,5.48671692185393,5.7796120043272,5.59966930705066,5.37394244003865,5.73030320806771
"16837921",1.87707453306884,3.06326697659548,2.04982018858726,2.46684535902888,2.76764138052746,3.10700037114195,2.35613311111462,2.95018843754324,2.98412574079533,2.4108029465895,2.06443898579575,2.59257307248959
"17014235",3.81634212750489,3.68862836997563,3.43733676814167,2.93280759516769,3.91981830175706,3.73541079572168,2.80486318328289,2.95172581369928,3.25280606495669,4.04519075486572,3.18556518031253,3.20226490053514
"17117447",2.55899256469697,3.24493222648524,2.67234482855548,3.2245637839604,2.64799441195382,2.12802204545736,3.60192946039551,3.12438370274634,3.72854136663031,3.29085551847259,3.33520978879883,4.39328126505361
"16944213",5.05063376132713,4.99552995431712,5.21560595134369,4.41416587405625,4.66412040670807,3.71830824672296,5.15620493141266,3.91188623183253,4.33865664524183,4.46090360043181,4.6585019318354,4.73387511879709
"16706337",4.38643594102981,3.57790978958084,4.48393561611373,4.70787916087751,3.57020643990374,4.13255541438611,3.98286825845743,4.28265575585478,3.86768568238497,4.01280407753142,3.7341155282514,4.1032020812413
"16806753",3.93247291972663,3.2973119853481,4.02754197101502,3.53402927760152,4.08031533107859,4.11363697457065,4.14531423756176,4.78077367603438,4.16288816907889,3.52689901615623,3.22349610971041,4.08069168143275
"16833736",4.03828497454924,4.14243512948542,3.55292189152078,4.19757196739351,3.876898099329,3.95632913767791,3.9753654644949,3.18288637111121,2.58464363877778,3.95422484876882,3.24270368213256,3.50870978949077
"16829494",3.04640108004936,3.08678614809649,2.67074553792571,2.59953295689942,3.05412082749948,2.47562735411524,2.44404597333455,2.91231111299152,2.36075580648241,3.07090639193836,3.09949145896707,2.73541259558519
"16866356",5.62784461650982,5.38987679853107,5.37939301520789,5.32317333156009,5.72242805167738,5.53264865278742,4.71786112837711,4.34641225470918,4.90995963480178,5.06531853978887,5.48391716797836,4.91948444441731
"17125528",7.1495138392343,7.39480039469806,6.97179524079782,6.73744299198344,6.77378785679562,7.04203498744038,5.90152544657099,6.04969862125794,5.76083100521862,6.60740869105463,6.70590784610517,7.05155130695349
"16857697",7.38269003257971,7.11833653005439,7.13883964649705,7.6041757819118,7.42668508874747,7.66358072807269,6.63875088151644,6.85388708371926,6.71369669850942,7.35410290473345,7.14974753530797,7.42345374437755
"16695135",4.68717409042769,5.00044789096974,5.00242621995104,4.99908720353552,5.12439779703111,5.22035379776954,5.85976682611382,5.58246991014046,5.91689740932845,5.83141848380799,5.74667851033574,5.69768065999485
"17002667",4.42521540405552,4.71267725712952,4.62639059687205,5.05917705772208,4.79029681824259,5.27869292750502,3.96036864412399,4.0907365678873,4.14270717316344,4.28742282144854,4.02990105500501,3.87376039455597
"16670199",6.68572937110388,6.62322172686577,6.12609366971932,5.6637832861485,6.43076467828644,6.22362602390726,6.27082637988183,5.93663344963632,5.61263931829516,5.92456885074081,6.27079365854331,5.50557923395434
"17087028",3.48618331649523,3.36471716020593,2.85416393526896,2.95845756419347,2.92937474910588,2.883879089053,2.61739769118903,3.92210026504145,3.36064752103789,2.45945043846933,3.51111124043113,2.79806104431169
"17125868",2.58940861678184,2.48956352088419,3.04165588738222,2.48956352088419,2.35160906916903,2.04311444686616,3.34029445277808,4.04037042315908,3.23984064184551,2.14157606908397,2.26672911846203,2.1875896958413
"16682219",3.5352617381258,3.88334096875281,3.14451642243255,3.21178466389057,3.75327207277109,3.36072952572869,4.23002818806215,2.65372184788574,3.71174571792707,3.85183328322585,3.81766511114859,3.55102667454271
"17117596",2.07141273197661,1.75692439675346,2.09405031512703,2.22344675894461,2.3640626313924,2.28946669239364,2.76419477096074,2.00517841692138,1.81531340074192,2.50310561905671,2.42508294266996,1.68098982992357
"17091883",2.20899249072826,3.75434917664103,3.45256102725192,2.31871056566655,2.62014954240685,3.87884027492038,3.1747637161028,2.0497941946095,4.04144804461161,3.36957182131248,3.31661304105952,4.9003052711624
"16981893",2.09961166813824,2.8938765964335,2.47969500708003,2.21655918794783,2.78325267708693,3.01631083002026,2.93454391312795,3.98114293349185,2.7409538839882,2.48900376416428,2.500466260322,2.28500039109753
"16734299",4.91991636367527,3.6437890964767,4.42405384518249,4.62930738499622,4.86349602348481,4.19671178141548,5.04408321371889,4.73085204107296,3.36374651855455,4.7620596807734,4.65242657021265,4.26894762737739
