"","N.N.1","N.N.2","N.N.3","N.N.4","N.N.5","N.N.6","I.L.1","I.L.2","I.L.3","I.S.4","I.S.5","I.S.6"
"16905273",2.55989087868638,2.41253441275919,2.94013438242096,3.20332595008815,3.65003118944467,2.89884255693091,3.16745258152521,4.23053504173593,3.31458795832193,3.35668848900345,3.48788935988668,3.88063905088766
"16981523",4.6876586062907,4.78630793139625,4.64243985407519,3.91704326550175,3.82095027365434,3.90253821551137,3.53864255488038,3.68874416377903,3.72155600641993,4.26717170657679,4.26096642126499,4.26625161807365
"16757493",2.84314709286854,2.97686447837772,2.83852740892988,2.84878989282818,2.91975949982749,2.92054446729087,4.22908695942007,3.60809168411225,3.655702898138,3.09815573844228,3.78017409516293,3.46648275011037
"16931766",2.88076523497219,3.48668684030342,2.83775439959781,3.04135605878236,2.4320369861397,2.91413969995168,3.6837264160795,4.12900253295254,3.81162755407521,3.1582032742121,2.89982291494601,3.34914135072625
"17053325",5.10030812210327,4.8050494337208,4.07742737913698,3.2942939625217,4.89897339660735,3.49283020793058,4.0256951953312,4.79916973228556,4.47336762162747,5.00405609535013,4.89003158683874,4.85766301603928
"16934045",4.99648025986729,4.98270737811807,5.24472003249645,4.95897027441915,4.79667997512721,4.94193838719014,4.16874738814344,3.93198915785893,3.8985553724629,4.54072909238524,4.30530689750199,4.57034707105264
"16922418",5.95082649136641,6.26516330831685,5.93158628059269,6.42426644464293,6.31335949247336,6.24225656217079,4.87493967419739,4.40438203822029,5.98467924441199,6.24195700204248,6.0982103522066,5.09474345981263
"16923738",2.11423440130309,2.45608222308037,2.07058266904806,3.20332190016539,2.62257354676485,3.23226529812289,2.71134025577927,2.657835743527,3.0697113282955,2.33798135659082,2.11865289208707,1.71377119665654
"16923643",2.23139581919707,2.92810369013023,2.60864441825118,2.90434967358118,2.35586963859736,2.71366022470159,2.18943418266425,3.5741044503871,2.51462086089322,3.13126287572117,2.83569830201595,2.53504536595948
"16763195",8.51153885033288,8.46614072013023,8.43673423215617,8.18517146063772,8.07202557223206,8.24713851352861,7.25771380537245,6.83611867128075,6.88658095619084,8.07708007142252,8.11013221608846,7.96137855402054
"16874193",3.82876450941392,3.80302661132186,3.63427801149572,4.46549158552428,4.15196653006433,3.3642501454813,3.46719500987441,4.38654088630339,4.75762416932708,3.55505301565854,3.7604510568082,3.13724366185038
"16679697",4.46641777009334,4.49799330302199,3.84571977883412,3.72577445096234,4.03932135406129,3.80814225274845,5.04511951271486,5.63895949383933,4.49017029472346,4.72932102881412,4.70316378195411,4.58036562563846
"16729126",4.39724512075268,4.21113961546165,3.13249624477942,3.53147369613181,4.21591232489216,4.42887157610851,4.13455436583468,2.72222366820248,4.53129564713981,4.55133497501413,4.86232068110565,2.87287917893411
"16743912",3.56462318332105,3.70743817333349,3.28083074484801,3.29709561936278,3.81165237754505,3.59659774745132,4.83747072678754,5.38212625481944,5.28412259700483,4.53592303218796,4.26857639226833,4.15178747375761
"17069024",4.08099356613959,4.19673390831676,3.58249522797462,3.83034522336234,4.38292447637152,3.50319069450398,3.92894355997233,3.71330995148471,4.20476639627532,3.59952851306786,5.03554740273949,3.42774681906522
"17042905",4.94632558886582,5.32137661042845,5.12712153770015,5.56941672065611,5.68271456357763,4.64182666598438,4.56537386304392,5.59830302743933,5.10664909899757,4.95910291018878,5.65904672835663,5.22575055771388
"16849148",7.63662837375982,7.72594082304199,7.63776679455591,7.61159019492904,7.70255899920665,7.61176629375806,6.74200759905142,6.66969313475612,6.322891085703,7.44605596079888,7.38782830967849,7.11931513092592
"17028512",4.31543978446715,3.5534331204215,3.89256791800939,4.31543978446715,4.28934916454892,4.21974076344667,3.66581604273274,2.94625612085287,3.17908298848124,3.71938454470429,4.0356601823401,3.86681147768139
"17002354",6.03955923897155,5.8387133558376,5.98366048954115,6.15976947834941,6.12705012504864,6.06312709112135,5.4878825568974,5.81717334007267,5.48201674406919,5.95109455873584,5.46116823314171,5.96193203530781
"16695392",3.36374651855455,3.11125271182708,3.87150062585752,4.23806353426703,4.26979059726387,4.25887402385571,6.27893628262138,6.43085423273862,6.43444726062104,4.51154507651115,4.7557972553182,4.71716135930096
"16846093",4.29352805432023,4.2714577571974,4.16746755450976,4.47994005699396,3.50999718126258,3.88297827895894,3.95499184095752,3.68779316957002,4.41260516079191,3.38450139358593,3.67634139368486,3.65470610948332
"17068560",7.46164956685612,7.49069575453251,7.53916077457423,7.57889332541106,7.63893638887144,7.62893407733352,6.72131873462596,6.6674874673398,7.05016694537328,6.99194925073878,7.31206790772424,7.07420020480486
"17097446",5.15083813603094,5.83958657327919,5.81031362289675,5.52605843266643,5.8232952914583,5.50675425966193,5.65175548703112,5.17228505782605,4.39299938696702,5.60402078640687,5.72561300792576,5.58541806882675
"16844911",6.40416438758795,6.42720852868769,6.51787057133497,6.87364137365737,6.79160401058808,7.01916116087304,5.95476525589676,5.83047362877845,5.83869333040141,6.54992644263576,6.33116513360373,6.57423679768146
"16680695",4.74165087663033,5.0060876164797,4.63840157821202,4.82658403206431,5.18307188863432,4.98169653473165,5.18918901245833,3.8483516978673,4.08051278088856,4.78432045289652,4.47249923509944,3.85498759850948
"16999421",5.91927921058973,6.02551635306037,6.00314844477914,6.30206692402209,6.23523244273661,6.47609519198049,5.25086352412408,4.72911283802528,4.79515145507585,6.23759566292865,6.25654937176794,6.13587796802942
"16856828",4.61392864319624,5.08114627805718,4.85804489260988,4.85420351495407,5.13561380384806,4.72390828531745,3.71842115031524,4.06630787795708,4.04381901117174,4.54780435681192,5.02513977728892,4.96420485345939
"16978346",2.83392042856087,3.3606340426446,3.37287887443544,4.02791679753012,3.62689881082368,3.79459197610626,2.9631437379474,3.76433608104321,3.09209671841833,3.9357165020485,3.87143161292421,3.80805273314327
"16661636",3.89162491990521,3.53865117866097,3.39097639908689,4.24157064851678,3.69177403837912,4.15408202151163,4.41696850467057,4.08590819459449,3.82331844258748,2.92251566311572,3.63668565351087,3.08808759132014
"16872152",6.19178609617173,6.05796398938933,5.36440299028261,6.21675488835599,6.43988250558033,6.3480744515948,5.23374498608222,4.72111968791684,5.44942640904847,5.81242789601208,5.78586893993058,5.85456347206418
"17077051",7.61745344582883,7.73753524503847,7.66871419549027,7.75460581645269,7.59499975608195,7.60643687678632,6.92999765414979,6.90388430329748,6.94224567587702,7.20388893246621,7.19975158972411,7.10181019330247
"17054325",4.07902493920017,3.20466446328292,3.43955784163493,4.59389642604962,4.52017794082448,3.94382217773265,4.82148482713253,5.22944601702815,5.08817192045796,5.41261254951086,5.78692535298059,5.65904672835663
"16694980",2.26612088969043,2.68584742445284,3.01142407843434,2.84407583833414,2.90347323016896,2.87775493733158,3.74787355423567,4.16287233509856,3.79660508327982,2.68244240761234,2.71717375591273,3.50696341193827
"16664912",6.26307475923743,5.91667249476827,6.10784597225888,6.04845817081562,5.99236390336927,5.94397322487601,5.33284824735462,5.08739653234479,5.32885327830762,5.92773839440562,6.01991663215881,5.89023591489656
"16689400",4.17386716525664,3.99119223895813,3.92334142756258,4.08756870031149,3.97971035613512,4.28855467839011,7.39760857320009,7.5200900940359,7.89611733493968,5.32637093998229,5.31334866358511,5.31207934164585
"16825855",3.74580538678758,3.94517259062722,4.53559905047295,4.41021305977384,4.58394839721013,4.41616622210156,4.66163455487825,3.65087874718848,3.68355662357925,3.90313044345903,5.04981796856547,4.60528884272688
"16935512",3.15761816088453,2.98539764154155,2.96168906399981,3.0707733092838,2.60404803896666,2.80213040489546,4.39169052603062,4.62125976216918,4.61951456627909,3.23495853033324,2.83595334537118,3.46487646505105
"16865460",2.63405291816906,2.96499790844003,4.17024089053564,3.5102083030538,2.81299605110396,4.49374081803667,2.87181373853067,4.16873659990228,3.59461482307027,3.43245835069296,4.40575323893233,3.24451386045412
"16789246",2.62368803568946,2.66530932565272,3.34081035352265,2.91901905049707,3.54588207356331,3.51496152242535,3.35422596722936,2.34921810360516,3.38933901091667,3.83496090950562,3.23258649810385,2.61302498545706
"16871943",4.13106791650827,3.92073401912627,3.83057663607474,3.51194638603944,3.60015098556794,3.82589575697361,4.98706060737962,4.845814402503,4.62846002722668,4.35953667351538,3.86890947856487,4.49374081803667
"16774831",3.14233586625819,3.09398835066524,2.56905149912969,2.74672108755253,2.30166229086717,2.54808073549433,3.6674446633397,3.14833162907626,3.24756959705241,2.84146902607306,2.64342769623602,3.26062010512338
"16829158",6.0473749117345,6.22291434893333,5.88248631194234,5.69279907845449,5.70662929741515,5.99799155649626,7.36324864844926,6.67436002171768,6.80401130920425,6.54793689158952,6.30588075532966,6.01552198574326
"17071298",5.67806686982185,5.94000739680688,5.40411895616724,5.82887705239866,6.20570727839162,6.34477567517947,4.59991970783552,4.28535438332209,4.84966095199922,5.08772188516423,4.73333961337262,4.54730402763373
"16957874",7.32684654352468,7.58391139236598,7.48948516145586,7.53859582307108,7.59822333545794,7.55839027889863,7.21114082963586,6.65709289547731,6.66626254817742,7.32573924234222,6.99271776334629,7.1000936843527
"16898498",6.24397401385945,6.067730706463,6.23195079758973,6.23277676450596,6.46081326509786,6.19487254739601,5.47815371735216,4.85583029987331,5.42951632128666,5.44524212282014,6.16746987642755,5.86980549743306
"16915426",5.46039021181337,5.61525346653233,5.45192906453079,5.58652904714052,5.89221097937541,5.73073776070323,4.7744271401562,4.81170538074008,5.06487262045841,5.40727192641017,5.62312852888449,5.76890655828289
"16924592",6.4334012461998,6.60499595745737,6.55193797563062,7.11791886108348,7.04140809266538,7.04728732104413,7.61550567558506,7.38337835919164,7.76066095188613,7.71123829152155,7.71645539559112,7.68321123412301
"16671503",5.6717983076079,5.2206913206178,5.47109981997648,5.7094952778659,5.79228255360541,5.83361523100677,4.91481050235487,4.98607704409618,4.94599808278359,5.40461195582528,5.40431726537309,5.24892753032625
"16732850",3.97842949340498,4.59429000215584,4.57142369607701,5.16220697227868,5.6671841614753,5.59613687140784,4.65156948808309,4.06135303329775,4.58875804905549,4.79473878242019,5.34946461909641,4.89461093461273
"16993704",4.6757791233839,5.27546459652907,5.45823933545365,5.53298642976323,5.71853469140804,5.29957526235688,4.59069679613543,4.15533639319524,5.06590488131919,5.26337637451549,4.92696078503125,5.13130738960665
"16902933",5.92319876329773,5.93928720630483,5.8295552158556,6.56768516944479,6.73813537066976,6.44756527321726,5.82362452132173,6.00382331322796,6.29614497180049,7.16196577692636,6.85107314162845,7.06423768505974
"16922212",3.56117932194759,3.36171722943077,3.50030514923803,3.44517856298961,3.73072105870457,4.04396360553605,4.08840404014433,4.54166297256107,3.99131099306462,4.50379625823263,3.78295285327325,3.52072126087664
"16974325",3.05333310223065,3.0826015360489,2.76203516303906,3.2076327171255,3.06212555752347,2.9502038874076,3.8998326492011,3.62195659999483,3.98037898924987,4.05671117475768,3.65288021757606,3.62506939935444
"16697196",5.05601490963815,5.23696627537476,5.31659409970202,4.70206075373243,4.87331091020066,5.06338832815806,6.4885131797886,6.5113230543551,6.38288987464417,6.26069986919242,6.06729459540126,5.95560349033573
"16849933",2.94833039939997,2.69913044587347,3.42989962490878,3.06827506813064,3.35897128040033,2.49872466136257,3.44607670820504,3.63336025735621,3.31502705407047,2.81826040260349,3.01036785778061,2.76074395783347
"16989137",5.19499747773838,4.69884655556679,4.57075055439779,3.77771818011557,4.84678309523574,4.95578907254899,4.16653098838544,4.51985719123242,4.69295152140208,4.97969505431776,3.9869736300493,4.18513463149135
"16867344",4.60290376012936,4.82414754815685,4.29630638936252,4.93573425510805,5.10304455806867,4.8368377657687,6.34237843413576,6.66859537087248,6.74870895699186,5.74275854651626,5.84636839759543,5.5942675310802
"16935259",1.8889903584584,2.42803318392504,1.71046965209962,3.10603854574557,2.2396852418169,2.72210055481317,2.73927059583219,3.27731325677363,2.07280575751542,1.84609714980919,1.98110992498269,2.1284607238436
"16972553",5.27242491322038,5.9044906444837,4.95780474117637,5.44604135858817,5.11728188454025,5.22088211127556,4.61511412284958,4.70694876574475,4.49122041043977,4.97584546101372,5.12038782720253,5.29055533888416
"16740659",2.82216090772928,2.85052218845555,3.2115769869743,2.64835742457823,2.40102537894843,2.93730940658829,3.26880631198327,3.45828456043726,3.53007313035485,3.28341758971007,3.61455256170525,3.71009387586031
"16722544",1.51090416951454,1.16175613897918,1.884080001535,1.18455096529384,1.40847479488383,1.70138963088055,2.72786306476822,2.1576659175557,1.53522544894047,1.22816056328512,1.4886227785332,1.81051390926353
"16739733",6.87701906916647,6.6042708495984,6.6837822601679,6.2868066742808,6.69144704122725,6.87847708168895,5.09981909948962,4.60794564231815,5.10764467352388,5.8065231925079,6.18605438229358,5.67196607995294
"17011708",3.02778485829537,3.320556456429,3.33179913295698,3.22765876857257,3.53694088307805,2.96514286250701,5.27955885781213,5.32142071171011,5.37940378895375,5.11093375620052,4.58392779894436,4.80186956855782
"17025230",4.53377372282387,4.53413100826938,4.14598667538191,4.54111758307108,4.28460587714059,4.50803470139703,7.55877665147729,7.84294136212441,7.58808353780537,5.39487926847754,5.78915594541638,5.37136787302223
"16872248",4.69410787578635,3.42069529818579,4.43932920615409,4.54568639226052,4.98677466786637,3.81097993819183,8.01764290039584,7.93631940395715,7.89669111785095,5.86411507003878,5.27580635629055,5.93658705910466
"16972305",7.02049563786696,7.18304416629504,7.20581586405094,7.11111004958928,7.34974606278939,7.19658177760353,6.16207022779085,6.42907129661195,6.48413176978926,6.93187684783023,7.20892602283384,6.9813693828724
"16921937",2.65779042827272,2.99705676544704,3.37879654180131,3.45123031673842,3.37357192987956,2.90224302933331,3.30673739053547,2.27299010484481,2.85694878071714,2.58770083073578,2.71734113645092,2.83884432412565
"16752132",2.29625906866099,2.46505183081132,2.31832047367247,2.34917425380855,2.4558437030447,2.26278250846657,4.64420215362841,3.59382353458667,4.04132144315233,3.04013429021522,3.1904148848041,2.63000059144541
"16902052",3.63843428181614,4.82517184496267,3.7275953680773,4.73973478691404,3.83192679845469,4.40279934399932,3.70319803989081,3.40997157905669,3.15982243245373,3.28673953691588,3.48895781611058,4.3538345681733
"16659794",2.96493933675872,2.69767441135884,2.527087542353,2.29849313137116,1.94949427369674,2.37859068542668,3.17751214617364,2.88950741233175,3.15759648568916,2.69008019250696,3.34362536946778,2.65908439144116
"16717005",5.24628210360362,5.28321818393209,4.97566801408533,4.94425551100379,4.87051975003053,5.13344187507702,7.18444443119457,7.01291972133271,7.1150140639479,5.73039092199364,6.0977910114462,5.57943213679165
"16659825",3.92774707689206,3.34640541986243,3.13554205488639,3.12467618357388,4.16343198538633,3.69090368851397,4.42327430797462,3.90385894504033,2.66774573575143,3.76654921723474,3.04381957655792,2.62502748077702
"16719357",4.53779753527351,3.27469914198449,3.42851301061298,3.9302711544292,3.26610657124077,3.61783785254696,2.85823514081005,3.42609958628432,3.30967889073704,3.05248649663505,3.87241669239576,2.99587395324843
"16716341",2.28893216637181,1.80963744264691,1.93666094690226,1.87498808281827,2.43468004514318,1.71764155107753,2.91178678781788,4.18109575379007,2.45864201596585,2.10959469108434,2.10206928073013,2.15423580630467
"16708728",4.53737672059093,4.24755072265818,4.51387347470413,4.19180832059806,4.42296145504533,4.45548063664825,4.60387633148441,4.65327648841698,4.19167470182643,3.94685485916852,3.95021126520544,3.61186578296756
"16712996",3.58513459282223,4.20360557180121,4.56367742099336,4.34247197503396,3.55067568521408,4.11006024873508,3.20351836238364,3.62623257742383,2.91182423706477,4.46712761176547,3.40863729505385,3.44628130143069
"17115782",5.31644542659467,5.67617331074803,5.72373999710468,5.43911471991678,5.35330833978729,5.42521422059117,6.63600934333862,6.66997498963741,6.232752767309,6.61090035880797,6.48954431400752,6.26958495717704
"16716499",4.22135160125122,4.27419911500979,3.79217332900264,4.02021289935276,3.68910503540001,4.50294899051579,3.48697345986087,2.71591096203346,3.08813618921471,4.04186159518371,3.92091979942821,4.403133886615
"16706912",4.02251856009695,4.30580952825577,3.81429161414904,3.06746118548238,3.53646571504585,3.56288998672411,3.44066481129445,2.62960701423371,3.18227958329639,2.78399201690762,3.3851904035311,3.83559966449365
"16710630",2.01792497830059,2.60438699361852,1.89082205339314,2.12627676802174,1.72149547518181,2.23387392567972,1.99148434485844,1.51985130864004,1.87338127606255,3.08082349895495,2.46440596893401,2.80003304009874
"17055884",4.58547584656204,4.78328942737372,3.70000908762474,4.64416589150919,4.79543558347667,4.26013843507287,4.16125253639309,4.16873119787999,3.71622337953047,4.64306088238951,4.8306779528347,5.0951351677385
"16724713",4.32266971680529,4.04526012322094,3.45507586017262,4.37748943284321,3.65250450501071,3.57884190076857,4.27822112151355,3.60980669965996,4.60877603736283,3.83921294902146,3.74401634902753,4.0411661086159
"16787902",9.18560557133955,9.13287988039208,9.19942668549289,8.32534148430821,8.34750171477193,8.25580596722225,9.45536272831352,9.44602188435574,9.68990949921952,9.93374632131198,9.98134643268552,10.0559974358399
"16724235",3.13250777064865,3.17416248324628,3.01256649325826,4.13093151009309,3.41362152246125,3.23196023700334,4.25300994466324,3.83715432498173,3.84499071139633,2.56732306011654,3.15714699267123,2.99348348260701
"16729986",7.98248049488978,7.82210196212037,8.04986331914475,7.97110104359166,8.10253014571345,8.09797647811976,7.22039163406411,7.05128898143925,7.21228302141799,7.02486326346732,7.02957948602433,7.14452490593828
"16731010",3.85494963932846,4.03788808860487,4.16606777813828,4.34018082764229,5.18992262019684,4.42034784712376,3.74741464860581,3.51626753300551,3.28472368423072,4.50646930402685,4.31693843436629,4.32261250353976
"16744393",5.7451922336752,5.83503040748262,5.21012149071535,5.89536595839277,5.51688434642421,5.27571900619826,4.64510308510964,4.69502435761231,4.2355335479749,5.13381147297393,4.95839467901541,5.13898119643777
"16731515",2.31384061519435,1.76750631365525,2.25370296722403,3.11221378179198,2.85868969730806,3.19325209888702,2.52485859708561,3.17876673797406,2.49203340467172,2.25015310513994,2.13851466719742,2.13979465438938
"16744967",4.47874128868654,4.99909285590488,4.42361429357863,4.6532584270126,4.42262098763364,4.79967043120311,6.44013780447498,6.24031251900695,6.62781550341336,5.71498078949715,5.4434453815962,5.44337615199991
"16734975",1.99119642721513,1.88705195800103,1.78242803357965,2.69468254652208,2.93379656877823,2.3698690925186,2.78697618417643,2.25656429747753,2.09456299728963,2.6227510141125,2.29141142474999,2.04508637047422
"16756228",7.41989840260695,7.87390373018709,7.78303969982024,8.04272909044849,7.82461456509478,7.59630408044505,6.92731693394213,7.23090067996426,7.16564763254221,7.28387743697458,7.198708621378,7.14869738817216
"16752183",3.10051622484624,3.99022134615004,3.56009548280792,3.62482682983601,3.97489397220304,2.98933965305823,2.9068306552428,4.74492686777032,3.67716107147877,3.47623918363285,3.30435344267875,3.58199899922664
"16766822",5.30566689727078,5.33871152211178,5.44527965692492,5.67300466661012,5.45200414937564,5.49495034874651,4.68592582323688,4.87218194317167,4.81481493597449,5.56102494818594,5.49728423714147,5.45840093318829
"16772405",2.76236727251309,3.37851074386066,3.12892951428717,4.47780389027584,4.18417335702312,3.9329954246451,3.30159884012103,3.08879530850198,3.76814602100781,3.56748708453568,2.74049248441748,3.29705400318776
"16750590",4.39508031332679,4.12848038217478,4.51817397556975,4.89248733330031,4.90042131672221,4.04791462515302,2.88418388594913,2.46066218001336,2.24768178044879,3.79116312700946,3.68435938276126,3.96082618323099
"16763902",3.13158531842952,3.96687211460429,4.57787062265797,4.41059201486267,4.71531363186277,4.42028894677988,4.11150719151444,3.83729957218958,3.27643988869228,4.09582708401703,3.54964385189826,4.70740476436952
"16754241",2.47302156660203,1.51740034450528,1.46359527016743,1.79040796494308,1.3420353781222,2.21553970912054,2.10493229392474,1.89945050293755,1.96319998461211,1.73500180787211,1.38971646267011,1.40839846082016
"16765315",8.34397382957296,8.16221849442289,8.3311022295866,8.36888334529444,8.36410122854858,8.50853250367857,7.22657914778228,7.65180014401044,7.47173958772476,7.91759838079349,8.03249844826492,8.06925102248355
"16752154",1.98038617071242,1.84521170168172,1.82305604395278,2.02185408394041,2.541073813436,2.24550489412119,2.89449317471518,2.50133215126281,1.6081150851963,1.81733823153741,1.51145128207429,2.90549016261125
"16768923",4.81903684138561,4.18513613362796,3.74795457748533,4.78114335598642,4.58920006589457,4.33935268993189,3.77674034273522,4.33276749427006,4.03280869415375,4.1612693860558,5.39430095944484,3.26733540362827
"16761830",2.39604225410374,2.28609860763845,2.26689516935002,1.90381145078048,1.811245860681,2.07439821595332,2.73137059362481,3.73065540891844,2.6485130241478,2.12004725296264,2.09946717478146,3.04789603744248
"16756447",4.87983715229433,4.19464758436565,4.17545453653734,5.06204617286816,5.06337237884465,4.89339366530108,3.95178871135726,4.1141956558775,4.1153931724655,5.04678519709103,4.91196493952747,4.65561570280508
"16769882",3.39434507244065,3.35483237509159,4.16917612615109,3.08519523252644,3.68214480478305,3.73472923945816,3.91450627744621,4.42191181468278,3.68926179425347,3.06643205420058,3.96172369017387,3.25988919469243
"16776277",3.28441279789537,3.06910334127516,2.72444374360303,3.16243375615942,3.23183662038406,3.09663735064004,1.97991536089428,2.66571484087577,2.41170714673126,2.19057502854545,3.00686159714669,2.48418525701519
"16775588",3.71867860402076,2.92266878428444,3.23683659832032,3.20463066352766,3.19524269217048,3.32282463309985,3.50294175598435,3.51512232740114,3.87559220340898,4.41336324542181,4.20697536746322,4.11856437805255
"16789334",5.21619595417897,4.82492659918597,4.84760220167462,4.14729536892646,3.63177508840203,3.96468365433917,4.50221345657267,3.43314362398112,3.94102997501778,3.79212052170451,3.72542318765631,4.1174821994334
"16789573",3.52146018776963,3.20207695482469,2.78059630764714,3.28594200864115,3.44650115720313,3.31980147417428,3.99412712836402,4.52462624381798,4.36188142951315,3.07898583511704,3.8346195561127,3.31866788106103
"16795136",4.68248455766105,4.58322422866908,4.08582160987946,3.49273670071224,4.10499509958999,4.16186089183366,3.48937770651655,3.41317577486155,3.50217049277591,4.30855634077711,3.6536189803565,3.90995437282637
"16786264",2.63088550838504,3.63933528027473,2.8735433019976,3.04483884388128,2.53449283832139,2.36951818685514,2.30760293724714,2.11715906127827,2.78059630764714,2.95428231421074,2.77313705323736,3.2350043379144
"16952874",5.02630047786235,4.8427734216333,5.13753289600689,5.09443040378586,5.02241212884752,4.33760542098245,7.03111502243076,6.66304481031105,6.94850841833282,5.79270116661176,5.71729513144416,5.88190013070053
"16795943",4.01637424467733,4.04848240473381,3.9908550080179,4.35018687006695,4.2346187918753,3.92437795217624,6.65650717264679,6.52360211945306,6.5700852948796,5.42703548426721,5.12079810169711,5.33769796170552
"16787564",4.04412261161708,3.86473844878128,3.91945131535197,4.44603380156915,4.13873689116121,4.54936592065838,3.20723445081665,2.95796105363058,3.79818012796498,3.83444102770125,3.89559449753731,3.49145616041591
"16796652",5.98510146433847,5.83770017001253,5.90969287259172,5.5400658832147,5.81751839120698,5.53868848705284,5.05672023574855,4.62623935312038,4.94778672183683,6.20303289954537,6.11916242038918,6.11245276117498
"16802702",5.46605424402469,5.45936161338528,5.24540014772047,5.49297927578249,5.38053391249971,4.86282893738062,4.14451513578059,4.52441006756875,5.01672858944735,5.1929355204527,5.15644880146753,5.49693313225664
"16802088",2.83959699447985,2.75205200471097,2.34116741720101,3.4775448970529,3.1382753764712,3.02496784984784,3.04552923342997,3.67262986982276,3.30431793482895,2.5847973712474,2.43532488898238,3.10767388012289
"16938707",3.52557602593559,3.2867031951242,3.76841508931996,3.6116912925522,3.43857320262922,3.32229112549723,5.75695229198806,5.63806370398717,5.62952920854347,4.56160863026957,4.27732711747762,4.5190493771279
"16844381",4.40686531265762,4.42051125929792,5.0041721505454,4.95406666664578,4.76971539759865,4.81369422858647,7.04423909607922,6.55477599662306,6.45326666385594,5.56673971204423,6.31239547597577,6.0062889641128
"16803533",6.20664935822465,6.47710109804639,6.80729312012553,6.58420735090759,6.41836533101078,6.3721532445974,5.76348383669402,5.32509262088054,5.03076504518304,6.24193930641753,6.6400570073824,6.06324605048373
"16939739",2.66287523665924,2.90606367783263,2.90688815096212,2.6712700231266,2.67856959510582,3.3603158208078,2.60759005269881,3.2256636148903,3.41984300703135,3.38453863185225,2.68945598893992,2.76760430633218
"16821437",2.38470239513961,2.27110850383891,2.41217000107252,2.56485831035728,2.89200175071144,2.78909588975177,3.01610888187338,2.73203285110522,3.23345304852833,2.53168576328707,3.07073436964387,3.09727623317791
"16824706",6.04890500697934,6.08245658375283,5.71094309534787,5.76533598946941,6.18735304493937,6.08390405987013,5.79122681364476,4.62771326798105,5.36460299550669,6.13716983439951,5.96426856110262,5.40203951613591
"16820333",4.05389572268782,4.05219873818124,4.46137793293904,4.07428171265687,4.76346340257214,3.63313822629567,3.82779543910885,4.38474696305327,4.67041097581843,4.85548788003345,4.7234509632857,4.19856524622988
"16978221",1.10267562360678,1.05323489570669,1.5774811061867,1.47630735470085,1.57252550653058,1.88172509929794,1.37421443247799,2.22304877147753,1.78873465509605,1.13665940124189,1.47304838624315,1.83586486634423
"16769690",4.77026721272081,4.59042953137025,4.82381484001265,3.78261251935432,4.75497734272991,4.39834735592578,6.25731919009431,5.6200895473744,5.44846928119593,5.22633574473576,5.27655440487625,4.81556329248366
"16822928",3.79242233842468,3.75894268022938,3.21331008990807,3.76581870738699,4.00987641953506,3.39854229074309,4.03107374395224,4.03808956365947,3.22678184449172,3.66350408350455,3.5216709734832,4.00252229853135
"16823212",3.87608988950066,4.39725830602409,4.44801462347335,3.82506245687373,3.48016954130354,4.07661793794686,4.61423741553981,3.95192887687148,4.8501308788592,4.20024024889348,3.73240941335751,3.7040149451619
"16815289",4.95642652813519,4.763975051554,5.42719423226117,4.94069849832397,4.55418422374555,4.49604573061582,4.21019935812601,4.86965151215427,5.05275635382526,5.43418501416864,5.20074105712101,5.36326560726075
"17117695",4.32319104109774,4.51575288872532,4.62765555823591,5.07939670332438,5.18303502476427,4.71311643098387,4.03828890857862,4.59777554772017,5.18749002190249,4.76515423658386,4.99522280843454,4.01318185964088
"16708192",2.21080313114866,2.26889076685726,3.00320396434337,2.27983956487108,2.35813168560516,2.24020649931772,3.0440100018131,2.85429311324489,2.85961535066805,2.39816758387556,2.21384210649703,2.55701580740302
"16823579",5.26449464092339,5.8348550436727,5.20142602666254,6.19076725745211,5.42809450498635,5.81028346584316,5.16956579309584,5.89792771425245,5.35359051072143,5.88661649829205,5.77156470356929,5.69790482911277
"16825081",4.64927751735849,4.57064576349971,3.76984740072186,4.04218120444519,4.77625729998016,5.09341764774164,3.85525262021285,3.74966496188039,3.53782257881652,4.1609299241038,4.24156761655767,4.38117530891865
"16826444",2.33519072039969,2.9552602781075,2.52913205210436,2.69979570749524,2.40619979622934,2.47160083587981,4.05514604403841,3.20477320004582,3.99675305547997,3.25841277800696,3.40782159206864,3.38569520096376
"16847108",3.05887240737661,3.41723568246456,3.11790855014167,3.90546602318942,2.99750102250289,2.87299154000335,3.49486608194728,2.88803624237136,2.75409171482478,3.70813041361508,3.54797522429627,2.62852683525934
"16848583",2.85244818207761,2.62338149266579,2.78059630764714,3.51133846266103,2.88829599687959,3.2973648978099,3.93209142185976,4.68000411984557,3.32199023825981,3.52326854466191,3.48895781611058,3.4734387258404
"16837537",4.00047218864779,3.79002108308262,3.45343756437937,3.40740285436081,3.91463239052111,3.78749118472623,4.43772746231538,4.58672367698756,4.35809934874835,4.43772746231538,3.89242346551559,4.58723007170265
"16834476",3.66095780949263,3.63292395246055,3.31627699184546,3.44523731237544,3.54357657404081,3.63130349642326,2.80971515992781,2.55433688006696,2.56258603305232,3.42366729026032,3.08008905982059,3.58704300483632
"16835540",2.55484264093445,2.42627542603996,3.01143981538195,3.25570298357385,2.98272933381582,2.18511322809875,2.34019106807791,2.93392975166399,2.52018241564863,2.52283553780237,3.07604648095164,2.28526796926276
"16839425",5.45286162467,5.44947065791802,5.09270496293178,4.69751297594653,4.83871843391878,4.85600569460838,6.14464897661099,6.16096930116053,6.20090210759716,5.67874860774689,5.51207047980704,5.67996867995442
